id,name,postal,province,city,industry,rev_band,revenue_m,employees,founded,status,website,phone,description,news1_title,news1_date,news1_url,news2_title,news2_date,news2_url,news3_title,news3_date,news3_url,lat,lng,pop,area_type
88,Sturgeon Valley Health,T8N,AB,St. Albert,Healthcare,mid,29,270,2012,Customer,sturgeonhealth.ca,780-555-8888,"Sturgeon Valley Health is a St. Albert-based private rehabilitation and occupational medicine company operating 4 clinics in the Edmonton north region. The company provides physiotherapy, occupational therapy, neurological rehab, and return-to-work programs, with a specialty in workplace injury management.","Sturgeon Valley Health Opens New Neurological Rehabilitation Centre",2024-03-20,https://healthcarebusiness.com,"Sturgeon Valley Health Launches Virtual Physio Platform Across Alberta",2024-01-25,https://canadianhealthcaretechnology.com,"Sturgeon Valley Health Wins NRHEP Best Rehab Facility Award",2023-10-08,https://nrhep.ca,53.6326,-113.6264,38100,Suburban
89,Limestone City Software,K7L,ON,Kingston,Technology,mid,16,120,2018,Prospect,limestonecity.ca,613-555-8989,"Limestone City Software is a Kingston-based software development company serving university research programs, public health agencies, and municipal governments. The company builds data collection tools, research management platforms, and open government data portals.","Limestone City Software Wins Queen's University Research Data Platform Contract",2024-03-08,https://queensu.ca,"Limestone City Software Launches Open Data Portal for City of Kingston",2024-01-18,https://cityofkingston.ca,"Limestone City Software Named Kingston Economic Development Business of the Year",2023-09-20,https://investkingston.ca,44.2312,-76.4860,38800,Urban
90,Forest City Manufacturing,N6A,ON,London,Manufacturing,enterprise,162,1300,1989,Customer,forestcitymfg.ca,519-555-9090,"Forest City Manufacturing is a London Ontario-based automotive and industrial manufacturer with 35 years of operation, supplying stampings, structural assemblies, and powertrain components to General Motors, Ford, and Stellantis through its tier-1 and tier-2 automotive supply chain.","Forest City Manufacturing Wins $120M Ford F-150 Lightning Component Contract",2024-04-08,https://canadianmanufacturing.com,"Forest City Manufacturing Launches Electric Vehicle Component Transition Program",2024-02-22,https://automotiveworld.com,"Forest City Manufacturing Named APMA Canadian Automotive Supplier of the Year",2023-11-15,https://apma.ca,42.9849,-81.2453,42800,Urban
91,Western Ontario Health,N6A,ON,London,Healthcare,large,69,580,2007,Customer,westernontariohealth.ca,519-555-9191,"Western Ontario Health is a London-based private healthcare company operating diagnostic imaging centres, specialty clinics, and digital health services across Southwestern Ontario. The company performs over 280,000 diagnostic procedures annually in partnership with London Health Sciences Centre.","Western Ontario Health Opens New MRI Centre at Victoria Hospital Campus",2024-03-28,https://healthcarebusiness.com,"Western Ontario Health Launches Remote Diagnostic Imaging for Rural Ontario",2024-02-05,https://canada.ca,"Western Ontario Health Wins OACP Healthcare Innovation Award",2023-10-25,https://oacp.ca,42.9849,-81.2453,42800,Urban
92,Fraser Heights Realty,V1M,BC,Abbotsford,Real Estate,mid,22,95,2017,Prospect,fraserheights.ca,604-555-9292,"Fraser Heights Realty is an Abbotsford-based residential and commercial real estate brokerage serving the Fraser Valley market. The company specializes in new development sales, agricultural land transactions, and commercial leasing in the Mission-to-Chilliwack corridor.","Fraser Heights Realty Launches New Pre-Sale Condo Project in Abbotsford Centre",2024-02-18,https://renx.ca,"Fraser Heights Realty Named Fraser Valley Real Estate Board Top Producer",2024-01-08,https://fvreb.bc.ca,"Fraser Heights Realty Opens New Mission Office to Serve Growing Market",2023-09-12,https://missionrecord.com,49.0579,-122.2592,28700,Suburban
93,Oak Bay Education Trust,V8R,BC,Victoria,Education,mid,14,125,2011,Customer,oakbayedu.ca,250-555-9393,"Oak Bay Education Trust is a Victoria-based independent school foundation and education services organization managing two independent schools and a corporate learning division. The foundation offers academic programs for K-12 students and professional development for businesses in the Greater Victoria area.","Oak Bay Education Trust Launches K-12 STEM Innovation Program",2024-03-15,https://bced.gov.bc.ca,"Oak Bay Education Trust Partners with UVic for Teacher Professional Development",2024-01-25,https://uvic.ca,"Oak Bay Education Trust Named Top Independent School Foundation in BC",2023-10-12,https://isabc.ca,48.4284,-123.3219,19800,Suburban
94,Victoria Harbour Brewing,V9A,BC,Victoria,Food & Beverage,small,3.7,32,2020,Prospect,victoriaharbour.ca,250-555-9494,"Victoria Harbour Brewing is a craft brewery and taproom located in Victoria's industrial harbour district. The brewery focuses on Pacific Northwest-inspired ales, lagers, and seasonal specialties brewed with BC ingredients, sold through its taproom, BCLDB distribution, and on-site growler fills.","Victoria Harbour Brewing Launches New West Coast IPA Series",2024-02-20,https://bcaletrail.ca,"Victoria Harbour Brewing Wins Silver at BC Beer Awards",2024-01-15,https://bcbeerawards.com,"Victoria Harbour Brewing Expands Taproom Seating and Patio",2023-08-05,https://vicnews.com,48.4343,-123.3796,16400,Urban
95,Island Energy Solutions,V8R,BC,Victoria,Energy,mid,26,190,2014,Customer,islandenergy.ca,250-555-9595,"Island Energy Solutions is a Victoria-based clean energy company providing solar installation, battery storage, and energy management systems to residential, commercial, and institutional clients on Vancouver Island and the Gulf Islands. The company has installed over 4,200 systems representing 28 MW of capacity.","Island Energy Solutions Wins $8M BC Hydro Community Battery Storage Contract",2024-04-01,https://renewableenergyworld.com,"Island Energy Solutions Launches Remote Community Microgrid Program",2024-02-08,https://gov.bc.ca,"Island Energy Solutions Named BC Clean Energy Association Installer of the Year",2023-11-20,https://bcsea.org,48.4284,-123.3219,19800,Suburban
96,Superior Forestry Group,P7B,ON,Thunder Bay,Manufacturing,large,61,690,2003,Customer,superiorforestry.ca,807-555-9696,"Superior Forestry Group is a Thunder Bay-based forest products company operating a sawmill, value-added wood products facility, and biomass energy plant. The company harvests and processes over 1.2 million cubic meters of softwood timber annually from Northwestern Ontario Crown forests.","Superior Forestry Group Invests $18M in CLT Mass Timber Production Line",2024-03-25,https://forestindustries.eu,"Superior Forestry Group Secures Long-Term Crown Forest License Renewal",2024-01-28,https://ontario.ca,"Superior Forestry Group Wins Ontario Forest Products Innovation Award",2023-10-18,https://ontario.ca,48.3809,-89.2477,36800,Urban
97,Nickel City Logistics,P3A,ON,Sudbury,Logistics,mid,18,220,2012,Customer,nickelcitylogistics.ca,705-555-9797,"Nickel City Logistics provides specialized mining supply chain and logistics services to nickel, copper, and platinum group metal mining operations across the Sudbury Basin and northern Ontario. Services include underground supply management, chemical transport, and mining equipment mobilization.","Nickel City Logistics Wins Vale Canada Mining Logistics Contract",2024-03-12,https://miningweekly.com,"Nickel City Logistics Launches Battery Material Transport Division for EV Supply Chain",2024-01-22,https://miningmagazine.com,"Nickel City Logistics Named Northern Ontario Business Award Winner",2023-09-28,https://northernontariobusiness.com,46.5197,-80.9733,34200,Urban
98,St-Lawrence Pharma,J4B,QC,Longueuil,Healthcare,large,78,640,2008,Customer,stlawrencepharma.ca,450-555-9898,"St-Lawrence Pharma is a Longueuil-based specialty pharmaceutical company manufacturing and distributing branded and generic medications for the Canadian hospital and retail pharmacy markets. The company operates a Health Canada-licensed GMP manufacturing facility producing injectable and oral solid dosage forms.","St-Lawrence Pharma Receives Health Canada Approval for New Injectable Antibiotic",2024-04-08,https://pharmafile.com,"St-Lawrence Pharma Expands Manufacturing Capacity with $35M Facility Upgrade",2024-02-25,https://pharmaceuticalcommerce.com,"St-Lawrence Pharma Wins Prix du Québec for Pharmaceutical Manufacturing Excellence",2023-11-05,https://gouv.qc.ca,45.5316,-73.4890,28600,Suburban
99,Rive-Sud Development,J4B,QC,Longueuil,Real Estate,mid,33,180,2014,Prospect,rivesud.ca,450-555-9999,"Rive-Sud Development is a Longueuil-based residential and mixed-use developer with projects throughout the South Shore of Montreal. The company focuses on transit-oriented developments near REM and Metro stations, with 2,400 units under development or in pre-approval stages.","Rive-Sud Development Launches 280-Unit REM Station TOD Project in Brossard",2024-03-22,https://renx.ca,"Rive-Sud Development Secures $48M Construction Financing from National Bank",2024-01-30,https://nationalbank.ca,"Rive-Sud Development Wins APCHQ Excellence Award for Residential Development",2023-10-22,https://apchq.com,45.5316,-73.4890,28600,Suburban
100,West Island Innovations,H9W,QC,Beaconsfield,Technology,mid,21,155,2019,Prospect,westisland.ca,514-555-0100,"West Island Innovations is a Montreal West Island-based technology incubator and software company developing smart city, connected mobility, and industrial IoT solutions. The company manages a portfolio of 8 SaaS products serving municipalities, transit agencies, and logistics companies across Quebec and Ontario.","West Island Innovations Launches Smart Parking Platform for Laval Municipalities",2024-03-10,https://smartcitiesworld.net,"West Island Innovations Raises $7M from Fonds de solidarité FTQ",2024-01-25,https://fondsftq.com,"West Island Innovations Named Best Smart City Startup at Montreal InnoVex",2023-09-18,https://innovex.ca,45.4320,-73.8620,19800,Suburban
